name,city,state,district
PETER MUSCHAL ELEMENTARY,BORDENTOWN,NJ,BORDENTOWN REGIONAL SCHOOL DISTRICT
SU JAIME CASTANER,YAUCO,PR,PUERTO RICO DEPARTMENT OF EDUCATION
COMSTOCK EL,MCKINNEY,TX,FRISCO INDEPENDENT SCHOOL DISTRICT
BELVIDERE CENTRAL MIDDLE SCHOOL,BELVIDERE,IL,BELVIDERE CONSOLIDATED UNIT SCHOOL DISTRICT 100
CLOUTIERVILLE ELEMENTARY SCHOOL,CLOUTIERVILLE,LA,NATCHITOCHES PARISH
HARTFORD UPPER ELEMENTARY SCHOOL,MOUNT LAUREL,NJ,MOUNT LAUREL TOWNSHIP SCHOOL DISTRICT
WELLPINIT MIDDLE SCHOOL,WELLPINIT,WA,WELLPINIT SCHOOL DISTRICT #49
BATTLEFIELD HIGH,HAYMARKET,VA,PRINCE WILLIAM CO PUBLIC SCHOOLS
NEW HAMPSTEAD HIGH SCHOOL,BLOOMINGDALE,GA,SAVANNAH-CHATHAM COUNTY
PALISADES PARK ELEMENTARY,CHARLOTTE,NC,CHARLOTTE-MECKLENBURG SCHOOLS
GAVIN SOUTH MIDDLE SCHOOL,INGLESIDE,IL,GAVIN SD 37
ROY J WOLLAM EL,SANTA FE,TX,SANTA FE INDEPENDENT SCHOOL DISTRICT
CENTENNIAL HIGH SCHOOL,LAS CRUCES,NM,LAS CRUCES PUBLIC SCHOOLS
DECATUR MIDDLE SCHOOL,INDIANAPOLIS,IN,MSD DECATUR TOWNSHIP
WHITTIER ELEMENTARY SCHOOL,MASSILLON,OH,MASSILLON CITY
IKARD EL,WEATHERFORD,TX,WEATHERFORD INDEPENDENT SCHOOL DISTRICT
LAZBUDDIE SCHOOL,LAZBUDDIE,TX,LAZBUDDIE INDEPENDENT SCHOOL DISTRICT
HIGHLAND PARK MIDDLE,AMARILLO,TX,HIGHLAND PARK INDEPENDENT SCHOOL DISTRICT
HOPATCONG MIDDLE SCHOOL,HOPATCONG,NJ,HOPATCONG BOROUGH SCHOOL DISTRICT
DR HESIQUIO RODRIGUEZ EL,HARLINGEN,TX,HARLINGEN CONSOLIDATED INDEPENDENT SCHOOL DISTRICT
COLONIAL HEIGHTS EL,BROWNFIELD,TX,BROWNFIELD INDEPENDENT SCHOOL DISTRICT
VETERANS HIGH SCHOOL,KATHLEEN,GA,HOUSTON COUNTY
EARLY ED OBAMA,SAINT PAUL,MN,ST. PAUL PUBLIC SCHOOL DISTRICT
SCOTLAND CO. ELEM.,MEMPHIS,MO,SCOTLAND CO. R-I
SCHOOL 15,PATERSON,NJ,PATERSON PUBLIC SCHOOL DISTRICT
COOL SPRING ELEMENTARY,CLEVELAND,NC,IREDELL-STATESVILLE SCHOOLS
PLAINS H S,PLAINS,TX,PLAINS INDEPENDENT SCHOOL DISTRICT
SAN RAFAEL MIDDLE SCHOOL,FERRON,UT,EMERY DISTRICT
ANTIMONY SCHOOL,ANTIMONY,UT,GARFIELD DISTRICT
WILLOW RIVER ELEMENTARY,HUDSON,WI,HUDSON SCHOOL DISTRICT
TONAWANDA ELEMENTARY,ELM GROVE,WI,ELMBROOK SCHOOL DISTRICT
WEST HIGH,SALT LAKE CITY,UT,SALT LAKE DISTRICT
WILLOW SCHOOL,GRANTSVILLE,UT,TOOELE DISTRICT
GOBLES VIRTUAL ACADEMY,GOBLES,MI,GOBLES PUBLIC SCHOOL DISTRICT
MACON COUNTY MIDDLE SCHOOL,MONTEZUMA,GA,MACON COUNTY
HIGH POINT SCHOOL,ANN ARBOR,MI,WASHTENAW INDEPENDENT SCHOOL DISTRICT
LONGFELLOW SCHOOL,BAKER,MT,BAKER K-12 SCHOOLS
TARRANT CO J J A E P,FORT WORTH,TX,KENNEDALE INDEPENDENT SCHOOL DISTRICT
MAXEY ELEMENTARY SCHOOL,LINCOLN,NE,LINCOLN PUBLIC SCHOOLS
CLIFF HIGH,CLIFF,NM,SILVER CONSOLIDATED SCHOOLS
MANNSVILLE PUBLIC SCHOOL,MANNSVILLE,OK,MANNSVILLE
GRASSLAND ELEMENTARY,BRENTWOOD,TN,WILLIAMSON COUNTY
GARFIELD EL,DEL RIO,TX,SAN FELIPE-DEL RIO CONSOLIDATED INDEPENDENT SCHOOL DISTRICT
MEADOWLARK SCHOOL,SALT LAKE CITY,UT,SALT LAKE DISTRICT
NORTHWEST CAREER AND TECHNICAL ACADEMY,LAS VEGAS,NV,CLARK COUNTY SCHOOL DISTRICT
LANTANA MIDDLE SCHOOL,LANTANA,FL,PALM BEACH
ALDEN PLACE ELEMENTARY SCHOOL,MILLBROOK,NY,MILLBROOK CENTRAL SCHOOL DISTRICT
OSSINING HIGH SCHOOL,OSSINING,NY,OSSINING UNION FREE SCHOOL DISTRICT
WALL SPECIAL PROGRAMS,PAINT ROCK,TX,PAINT ROCK INDEPENDENT SCHOOL DISTRICT
IGNACIO ZARAGOZA EL,DALLAS,TX,DALLAS INDEPENDENT SCHOOL DISTRICT
OVERTON EL,AUSTIN,TX,AUSTIN INDEPENDENT SCHOOL DISTRICT
LOUISA COUNTY HIGH,MINERAL,VA,LOUISA CO PUBLIC SCHOOLS
MENCHVILLE HIGH,NEWPORT NEWS,VA,NEWPORT NEWS CITY PUBLIC SCHOOLS
GREENBRIER MIDDLE,CHESAPEAKE,VA,CHESAPEAKE CITY PUBLIC SCHOOLS
STORIES CREEK ELEMENTARY,ROXBORO,NC,PERSON COUNTY SCHOOLS
NORWIN MS,NORTH HUNTINGDON,PA,NORWIN SD
CHANUTE ELEMENTARY SCHOOL,CHANUTE,KS,CHANUTE PUBLIC SCHOOLS
GREEN MOUNTAIN SCHOOL,WOODLAND,WA,GREEN MOUNTAIN SCHOOL DISTRICT
EASTWOOD EARLY CHILDHOOD CENTER,BIG RAPIDS,MI,MECOSTA-OSCEOLA INDEPENDENT SCHOOL DISTRICT
CENTRAL ELEMENTARY SCHOOL,DUBBERLY,LA,WEBSTER PARISH
JUVENILE FEMALE SECURE UNIT,BORDENTOWN,NJ,OFFICE OF EDUCATION JUVENILE JUSTICE COMMISSION
JOHNSTON SENIOR HIGH,JOHNSTON,RI,JOHNSTON
BEXAR CO J J A E P,SAN ANTONIO,TX,ALAMO HEIGHTS INDEPENDENT SCHOOL DISTRICT
PORT CHARLOTTE MIDDLE SCHOOL,PORT CHARLOTTE,FL,CHARLOTTE
SUNSET ELEMENTARY SCHOOL,MOULTRIE,GA,COLQUITT COUNTY
BRANTLY ES,ANTLERS,OK,ANTLERS
TACOMA BUSINESS ACADEMY,TACOMA,WA,TACOMA SCHOOL DISTRICT
CORE4,GREENFIELD,WI,WHITNALL SCHOOL DISTRICT
GRAHAMWOOD ELEMENTARY,MEMPHIS,TN,SHELBY COUNTY
HARLEM HIGH SCHOOL,MACHESNEY PARK,IL,HARLEM UD 122
PANTHER CREEK HIGH,CARY,NC,WAKE COUNTY SCHOOLS
VELMA-ALMA HS,VELMA,OK,VELMA-ALMA
DWIGHT MIDDLE,SAN ANTONIO,TX,SOUTH SAN ANTONIO INDEPENDENT SCHOOL DISTRICT
MOUNTAIN VIEW ELEMENTARY,SHELTON,WA,SHELTON SCHOOL DISTRICT
MABEL O DONNELLELEMENTARYSCHOOL,AURORA,IL,AURORA EAST USD 131
BENSON AREA LEARNING CENTER,BENSON,MN,BENSON PUBLIC SCHOOL DISTRICT
WOODLAND HEIGHTS ELEMENTARY,MOORESVILLE,NC,IREDELL-STATESVILLE SCHOOLS
NINETY-FIFTH STREET ELEMENTARY,MILWAUKEE,WI,MILWAUKEE SCHOOL DISTRICT
DILLON HIGH,DILLON,SC,DILLON 04
NORTH DISTRICT MIDDLE,VARNVILLE,SC,HAMPTON 01
PLEASANTON PRI,PLEASANTON,TX,PLEASANTON INDEPENDENT SCHOOL DISTRICT
ROSEMEADE EL,CARROLLTON,TX,CARROLLTON-FARMERS BRANCH INDEPENDENT SCHOOL DISTRICT
HARMONY SCHOOL OF INNOVATION - EL PASO,EL PASO,TX,HARMONY SCIENCE ACAD (EL PASO)
BRIDGE BOSTON CHARTER SCHOOL,ROXBURY,MA,BRIDGE BOSTON CHARTER SCHOOL (DISTRICT)
ENTHEOS ACADEMY MAGNA,MAGNA,UT,ENTHEOS ACADEMY
BALLIET MIDDLE SCHOOL,SPRINGFIELD,MA,SPRINGFIELD
TODD COUNTY MIDDLE SCHOOL,ELKTON,KY,TODD COUNTY
OVERHILLS HIGH,SPRING LAKE,NC,HARNETT COUNTY SCHOOLS
AUSTWELL-TIVOLI EL,TIVOLI,TX,AUSTWELL-TIVOLI INDEPENDENT SCHOOL DISTRICT
LANGFORD AREA MIDDLE SCHOOL - 03,LANGFORD,SD,LANGFORD AREA 45-5
HOSP EL,FRISCO,TX,FRISCO INDEPENDENT SCHOOL DISTRICT
ESTILL SPRINGS ELEMENTARY,IRVINE,KY,ESTILL COUNTY
OGILVIE SECONDARY,OGILVIE,MN,OGILVIE PUBLIC SCHOOL DISTRICT
ZANE TRACE MIDDLE SCHOOL,CHILLICOTHE,OH,ZANE TRACE LOCAL
KATHERINE I. DAILY ES,NOBLE,OK,NOBLE
MOUNTAIN VIEW EL SCH,HARRISBURG,PA,CENTRAL DAUPHIN SD
GRANT SCHOOL,MURRAY,UT,MURRAY DISTRICT
NEXTECH HIGH SCHOOL,GRAND RAPIDS,MI,NEXTECH HIGH SCHOOL
NORTH EAST HIGH,NORTH EAST,MD,CECIL COUNTY PUBLIC SCHOOLS
POTTER ROAD,FRAMINGHAM,MA,FRAMINGHAM
ELM STREET SCHOOL,WALPOLE,MA,WALPOLE
W F PRIOR ELEMENTARY SCHOOL,ONEIDA,NY,ONEIDA CITY SCHOOL DISTRICT
HOLICONG MS,DOYLESTOWN,PA,CENTRAL BUCKS SD
STUARTS DRAFT ELEMENTARY,STUARTS DRAFT,VA,AUGUSTA CO PUBLIC SCHOOLS
NEW YORK STATE SCHOOL FOR THE DEAF,ROME,NY,NEW YORK STATE SCHOOL FOR THE DEAF
PENN YAN ELEMENTARY SCHOOL,PENN YAN,NY,PENN YAN CENTRAL SCHOOL DISTRICT
CLAYSBURG-KIMMEL HS,CLAYSBURG,PA,CLAYSBURG-KIMMEL SD
VERIBEST SPECIAL PROGRAMS,VERIBEST,TX,ROBERT LEE INDEPENDENT SCHOOL DISTRICT
CRAWFORD COUNTY MIDDLE SCHOOL,MARENGO,IN,CRAWFORD COUNTY COMMUNITY SCH CORPORATION
DENMARK ELEMENTARY SCHOOL,DENMARK,ME,RSU 72/MSAD 72
NORTH CENTRAL ELEMENTARY SCHOOL,HERMANSVILLE,MI,NORTH CENTRAL AREA SCHOOLS
WISCONSIN VIRTUAL ACADEMY K-8 (WIVA),MCFARLAND,WI,MCFARLAND SCHOOL DISTRICT
HIDDEN OAKS MIDDLE SCHOOL,PALM CITY,FL,MARTIN
CONNISTON MIDDLE SCHOOL,WEST PALM BEACH,FL,PALM BEACH
JOSEPH K LUMSDEN BAHWETING ANISHNABE ACADEMY,SAULT SAINTE MARIE,MI,JOSEPH K. LUMSDEN BAHWETING ANISHNABE ACADEMY
MACKINAW CITY K12 SCHOOL,MACKINAW CITY,MI,MACKINAW CITY PUBLIC SCHOOLS
BROWNSVILLE MIDDLE SCHOOL,MIAMI,FL,MIAMI-DADE
ANDOVER SCHOOL,ANDOVER,NY,ANDOVER CENTRAL SCHOOL DISTRICT
DELAWARE AREA CAREER CENTER NORTH CAMPUS,DELAWARE,OH,DELAWARE AREA CAREER CENTER
VALLEY RANCH EL,PORTER,TX,NEW CANEY INDEPENDENT SCHOOL DISTRICT
LAKERIDGE MIDDLE SCHOOL,SUMNER,WA,SUMNER SCHOOL DISTRICT
SHERRARD HIGH SCHOOL,SHERRARD,IL,SHERRARD CONSOLIDATED UNIT SCHOOL DISTRICT 200
NORRBACK AVENUE,WORCESTER,MA,WORCESTER
DEMAREST MIDDLE SCHOOL,DEMAREST,NJ,DEMAREST SCHOOL DISTRICT
RED RIVER HIGH SCHOOL,COUSHATTA,LA,RED RIVER PARISH
NORBORNE HIGH,NORBORNE,MO,NORBORNE R-VIII
LOMA HEIGHTS ELEMENTARY,LAS CRUCES,NM,LAS CRUCES PUBLIC SCHOOLS
SCIO CENTRAL SCHOOL,SCIO,NY,SCIO CENTRAL SCHOOL DISTRICT
ARMSTRONG MS,FAIRLESS HILLS,PA,BRISTOL TOWNSHIP SD
SAVANNAH EL,AUBREY,TX,DENTON INDEPENDENT SCHOOL DISTRICT
PALO PINTO EL,PALO PINTO,TX,PALO PINTO INDEPENDENT SCHOOL DISTRICT
FRANCISCO VALDES ROLA,CAGUAS,PR,PUERTO RICO DEPARTMENT OF EDUCATION
MILDRED L DAY SCHOOL,ARUNDEL,ME,RSU 21
CALEB DUSTIN HUNKING,HAVERHILL,MA,HAVERHILL
OAKVILLE SR. HIGH,ST LOUIS,MO,MEHLVILLE R-IX
WEST MIDDLE SCHOOL,WEST SENECA,NY,WEST SENECA CENTRAL SCHOOL DISTRICT
CRESTVIEW EL,GRAHAM,TX,GRAHAM INDEPENDENT SCHOOL DISTRICT
ESCAMBIA BOYS' BASE,PENSACOLA,FL,ESCAMBIA
WALNUT CREEK ELEMENTARY,MCDONOUGH,GA,HENRY COUNTY
WARNER ROBINS HIGH SCHOOL,WARNER ROBINS,GA,HOUSTON COUNTY
WARSAW HIGH,WARSAW,MO,WARSAW R-IX
CARROLLTON AREA CAREER CENTER,CARROLLTON,MO,CARROLLTON R-VII
TRYON ELEMENTARY,BESSEMER CITY,NC,GASTON COUNTY SCHOOLS
QUEENS CREEK ELEMENTARY,SWANSBORO,NC,ONSLOW COUNTY SCHOOLS
ALEXANDER JR. / SR. HIGH SCHOOL,ALBANY,OH,ALEXANDER LOCAL
ADAIRE ALEXANDER SCH,PHILADELPHIA,PA,PHILADELPHIA CITY SD
ACADEMY OF DALLAS,DALLAS,TX,ACADEMY OF DALLAS
KITSAP CO DETENTION CTR,PORT ORCHARD,WA,OLYMPIC EDUCATIONAL SERVICE DISTRICT 114
EISENHOWER ELEM,WELLINGTON,KS,WELLINGTON
HOPKINS SENIOR HIGH,MINNETONKA,MN,HOPKINS PUBLIC SCHOOL DISTRICT
CLAUSELL ELEMENTARY SCHOOL,JACKSON,MS,JACKSON PUBLIC SCHOOL DISTRICT
FRANCISCO LUGO ROSA (CULEBRINAS),SAN SEBASTIAN,PR,PUERTO RICO DEPARTMENT OF EDUCATION
BANOAK ELEMENTARY,VALE,NC,CATAWBA COUNTY SCHOOLS
HALLSVILLE HIGH,HALLSVILLE,MO,HALLSVILLE R-IV
PS 196 TEN EYCK,BROOKLYN,NY,NEW YORK CITY GEOGRAPHIC DISTRICT #14
FREEDOM TRAIL ELEMENTARY,ELK PARK,NC,AVERY COUNTY SCHOOLS
N OMAK ELEMENTARY,OMAK,WA,OMAK SCHOOL DISTRICT
PRICE EL,GARLAND,TX,MESQUITE INDEPENDENT SCHOOL DISTRICT
CALLAHAN INTERMEDIATE SCHOOL,CALLAHAN,FL,NASSAU
OLD MILL HIGH,MILLERSVILLE,MD,ANNE ARUNDEL COUNTY PUBLIC SCHOOLS
CHARLO ELEMENTARY,CHARLO,MT,CHARLO ELEM
ERNEST STAPLETON ELEMENTARY,RIO RANCHO,NM,RIO RANCHO PUBLIC SCHOOLS
MARTIN ROAD ELEMENTARY SCHOOL,LACKAWANNA,NY,LACKAWANNA CITY SCHOOL DISTRICT
FAYETTE WARE COMPREHENSIVE HIGH SCHOOL,SOMERVILLE,TN,FAYETTE COUNTY PUBLIC SCHOOLS
W T FRANCISCO EL,HALTOM CITY,TX,BIRDVILLE INDEPENDENT SCHOOL DISTRICT
NORTHSIDE MIDDLE,ROANOKE,VA,ROANOKE CO PUBLIC SCHOOLS
CAPE ELIZABETH HIGH SCHOOL,CAPE ELIZABETH,ME,CAPE ELIZABETH PUBLIC SCHOOLS
TIOUGHNIOGA RIVERSIDE ACADEMY,WHITNEY POINT,NY,WHITNEY POINT CENTRAL SCHOOL DISTRICT
WADING RIVER SCHOOL,WADING RIVER,NY,SHOREHAM-WADING RIVER CENTRAL SCHOOL DISTRICT
HUNTERS CREEK ELEMENTARY,JACKSONVILLE,NC,ONSLOW COUNTY SCHOOLS
SCHOOL FOR THE BLIND,GRAND FORKS,ND,ND VISION SERVICES
BLUEJACKET ES,BLUEJACKET,OK,BLUEJACKET
SHEARN EL,HOUSTON,TX,HOUSTON INDEPENDENT SCHOOL DISTRICT
DON JOSE GALLEGO,LAREDO,TX,LAREDO INDEPENDENT SCHOOL DISTRICT
CORAL CANYON SCHOOL,WASHINGTON,UT,WASHINGTON DISTRICT
NEW YORK CITY ACADEMY FOR DISCOVERY,WOODHAVEN,NY,NEW YORK CITY GEOGRAPHIC DISTRICT #27
BENJAMIN CORCHADO JUARBE,ISABELA,PR,PUERTO RICO DEPARTMENT OF EDUCATION
BENJAMIN FRANKLINELEMENTARYSCHOOL,MOLINE,IL,MOLINE-COAL VALLEY CONSOLIDATED UNIT SCHOOL DISTRICT 40
ALMA SCHRADER ELEM.,CAPE GIRARDEAU,MO,CAPE GIRARDEAU 63
WALTER STILLMAN SCHOOL,TENAFLY,NJ,TENAFLY PUBLIC SCHOOL DISTRICT
JERSEY CITY COMMUNITY CHARTER SCHOOL,JERSEY CITY,NJ,JERSEY CITY COMMUNITY CHARTER SCHOOL
MEADOW LANE ELEMENTARY,GOLDSBORO,NC,WAYNE COUNTY PUBLIC SCHOOLS
HILLWOOD HIGH,NASHVILLE,TN,DAVIDSON COUNTY
LONE OAK H S,LONE OAK,TX,LONE OAK INDEPENDENT SCHOOL DISTRICT
FREEMAN ELEMENTARY SCHOOL,ROCKFORD,WA,FREEMAN SCHOOL DISTRICT
BURLINGTON HIGH SCHOOL,BURLINGTON,WY,BIG HORN COUNTY SCHOOL DISTRICT #1
NORTHWOODS COMMUNITY SECONDARY SCHOOL,RHINELANDER,WI,RHINELANDER SCHOOL DISTRICT
EAST RIVER HIGH,ORLANDO,FL,ORANGE
ROBERT E LEE EL,GRAND PRAIRIE,TX,GRAND PRAIRIE INDEPENDENT SCHOOL DISTRICT
LIND-RITZVILLE HIGH SCHOOL,RITZVILLE,WA,LIND SCHOOL DISTRICT
REALMS (RIMROCK EXPEDITIONARY ALTERNATIVE LEARNING MIDDLE SC,BEND,OR,BEND-LAPINE ADMINISTRATIVE SD 1
AIR BASE K-8 CENTER FOR INTERNATIONAL EDUCATION,HOMESTEAD,FL,MIAMI-DADE
ALLEN CENTRAL MIDDLE SCHOOL,EASTERN,KY,FLOYD COUNTY
SOUTH FAYETTE TWP EL SCH,MCDONALD,PA,SOUTH FAYETTE TOWNSHIP SD
SAN ELIZARIO JJAEP,SAN ELIZARIO,TX,SAN ELIZARIO INDEPENDENT SCHOOL DISTRICT
LAKE ANNE ELEMENTARY,RESTON,VA,FAIRFAX CO PUBLIC SCHOOLS
BENJAMIN FRANKLIN MIDDLE-WEST,ROCKY MOUNT,VA,FRANKLIN CO PUBLIC SCHOOLS
CAPE CORAL HIGH SCHOOL,CAPE CORAL,FL,LEE
COLLEGE OF SO. NV HS SOUTH,HENDERSON,NV,CLARK COUNTY SCHOOL DISTRICT
PAUL A. SMITH SCHOOL,W. FRANKLIN,NH,FRANKLIN SCHOOL DISTRICT
JONATHAN VALLEY ELEMENTARY,WAYNESVILLE,NC,HAYWOOD COUNTY SCHOOLS
WINTON WOODS ELEMENTARY SCHOOL,CINCINNATI,OH,WINTON WOODS CITY
REPUBLIC PARENT PARTNER,REPUBLIC,WA,REPUBLIC SCHOOL DISTRICT
WEST BROOKHAVEN YOUTH RANCH SCHOOL,WEST,TX,WEST INDEPENDENT SCHOOL DISTRICT
W.E. CUNDIFF ELEMENTARY,VINTON,VA,ROANOKE CO PUBLIC SCHOOLS
HUGH MERCER ELEMENTARY,FREDERICKSBURG,VA,FREDERICKSBURG CITY PUBLIC SCHOOLS
RIVER BLUFF HIGH,LEXINGTON,SC,LEXINGTON 01
NEW BEGINNINGS,LORAIN,OH,LORAIN CITY
OASIS PREPARATORY ACADEMY CHARTER,ORLANDO,FL,ORANGE
DISNEY IIELEMENTARYSCHOOL,CHICAGO,IL,CITY OF CHICAGO SD 299
CROOKSTON PRE-K PROGRAM,CROOKSTON,MN,CROOKSTON PUBLIC SCHOOL DISTRICT
ORCHARD MIDDLE SCHOOL,WENATCHEE,WA,WENATCHEE SCHOOL DISTRICT
FISHWEIR ELEMENTARY SCHOOL,JACKSONVILLE,FL,DUVAL
MCKINLEY JR HIGH SCHOOL,SOUTH HOLLAND,IL,SOUTH HOLLAND SD 150
DWIGHT D. EISENHOWER MIDDLE,LAUREL,MD,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS
SOMERDALE PARK SCHOOL,SOMERDALE,NJ,SOMERDALE SCHOOL DISTRICT
DEAUVILLE GARDENS EAST ELEMENTARY SCHOOL,COPIAGUE,NY,COPIAGUE UNION FREE SCHOOL DISTRICT
SUNSET ES,ANADARKO,OK,ANADARKO
LIMESTONE ES,SAND SPRINGS,OK,SAND SPRINGS
KRUEGER EL,SAN ANTONIO,TX,NORTHSIDE INDEPENDENT SCHOOL DISTRICT
ESCANDON EL,MCALLEN,TX,MCALLEN INDEPENDENT SCHOOL DISTRICT
ROSALIA ELEMENTARY & SECONDARY SCHOOL,ROSALIA,WA,ROSALIA SCHOOL DISTRICT
NEALE ELEMENTARY SCHOOL,VIENNA,WV,WOOD COUNTY SCHOOLS
SHEEHY ELEMENTARY SCHOOL,TAMPA,FL,HILLSBOROUGH
JERSEYVILLE EASTELEMENTARYSCHOOL,JERSEYVILLE,IL,JERSEY CONSOLIDATED UNIT SCHOOL DISTRICT 100
PLAINEDGE MIDDLE SCHOOL,BETHPAGE,NY,PLAINEDGE UNION FREE SCHOOL DISTRICT
PS 33 CHELSEA PREP,NEW YORK,NY,NEW YORK CITY GEOGRAPHIC DISTRICT # 2
PADEN ES,PADEN,OK,PADEN
MCMURRAY ES,SENTINEL,OK,SENTINEL
LEAL EL,MISSION,TX,MISSION CONSOLIDATED INDEPENDENT SCHOOL DISTRICT
RAFT RIVER ELEMENTARY SCHOOL,MALTA,ID,CASSIA COUNTY JOINT DISTRICT
MALAD ELEMENTARY SCHOOL,MALAD CITY,ID,ONEIDA COUNTY DISTRICT
MURRAY LAKE ELEMENTARY,LOWELL,MI,LOWELL AREA SCHOOLS
NICHOLSON ELEMENTARY SCHOOL,PICAYUNE,MS,PICAYUNE SCHOOL DISTRICT
OAK VALLEY ELEMENTARY SCHOOL,WENONAH,NJ,DEPTFORD TOWNSHIP PUBLIC SCHOOL DISTRICT
MADISON HIGH SCHOOL,MADISON,NJ,MADISON PUBLIC SCHOOL DISTRICT
COL. E. BROOKE LEE MIDDLE,SILVER SPRING,MD,MONTGOMERY COUNTY PUBLIC SCHOOLS
NORTHWEST CHILDRENS HOME,LEWISTON,ID,LEWISTON INDEPENDENT DISTRICT
PLAINFIELD ACADEMY,PLAINFIELD,IL,PLAINFIELD SD 202
MEADOW BROOK,EAST LONGMEADOW,MA,EAST LONGMEADOW
SMITH MS,QUARRYVILLE,PA,SOLANCO SD
AIKEN ELEMENTARY,AIKEN,SC,AIKEN 01
CANNADAY EL,MESQUITE,TX,MESQUITE INDEPENDENT SCHOOL DISTRICT
SOUTH LAWN EL,AMARILLO,TX,AMARILLO INDEPENDENT SCHOOL DISTRICT
ARLINGTON HEIGHTSELEMENTARYSCHOOL,PASCAGOULA,MS,PASCAGOULA-GAUTIER SCHOOL DISTRICT
COZAD ALTERNATIVE ED CENTER,COZAD,NE,COZAD COMMUNITY SCHOOLS
UPPER TOWNSHIP PRIMARY SCHOOL,MARMORA,NJ,UPPER TOWNSHIP SCHOOL DISTRICT
WEST PHILADELPHIA HS,PHILADELPHIA,PA,PHILADELPHIA CITY SD
LONG EL,HARLINGEN,TX,HARLINGEN CONSOLIDATED INDEPENDENT SCHOOL DISTRICT
ROBERTSON EL,LITTLE ELM,TX,FRISCO INDEPENDENT SCHOOL DISTRICT
FEATHERSTONE ELEMENTARY,WOODBRIDGE,VA,PRINCE WILLIAM CO PUBLIC SCHOOLS
WASHINGTON COUNTY CAREER & TECHNICAL EDUCATION CENTER,ABINGDON,VA,WASHINGTON CO PUBLIC SCHOOLS
THURGOOD MARSHALLELEMENTARYSCHOOL,BELLWOOD,IL,BELLWOOD SD 88
ELBERT COUNTY ELEMENTARY SCHOOL,ELBERTON,GA,ELBERT COUNTY
BALLET TECH/NYC PUBLIC SCHOOL FOR DANCE,NEW YORK,NY,NEW YORK CITY GEOGRAPHIC DISTRICT # 2
CIMARRON EL,HOUSTON,TX,GALENA PARK INDEPENDENT SCHOOL DISTRICT
KENNEDY ROAD MIDDLE SCHOOL,GRIFFIN,GA,GRIFFIN-SPALDING COUNTY
WINDSOR FARM ELEMENTARY,ANNAPOLIS,MD,ANNE ARUNDEL COUNTY PUBLIC SCHOOLS
PECOS ELEMENTARY,ROSWELL,NM,ROSWELL INDEPENDENT SCHOOLS
MESQUITE ELEMENTARY,MESQUITE,NM,GADSDEN INDEPENDENT SCHOOLS
SOUTH WARREN HIGH SCHOOL,BOWLING GREEN,KY,WARREN COUNTY
DAMIANSVILLEELEMENTARYSCHOOL,DAMIANSVILLE,IL,DAMIANSVILLE SD 62
SOMERSET ACADEMY,PEMBROKE PINES,FL,BROWARD
WATERVILLE JUNIOR HIGH SCHOOL,WATERVILLE,ME,WATERVILLE PUBLIC SCHOOLS
GERMANTOWN ELEMENTARY,GERMANTOWN,MD,MONTGOMERY COUNTY PUBLIC SCHOOLS
COUNTRYSIDE,NEWTON HIGHLANDS,MA,NEWTON
N H PILATE MIDDLE SCHOOL,NEWTON,MS,NEWTON MUNICIPAL SCHOOL DISTRICT
BRANDON VALLEY MIDDLE SCHOOL - 02,BRANDON,SD,BRANDON VALLEY SCHOOL DISTRICT 49-2
NEW HORIZONS,LEWISTOWN,IL,WEST CENTRAL IL SPECIAL EDUCATIONUC COOP
MCKENZIE CAREER CENTER,INDIANAPOLIS,IN,MSD LAWRENCE TOWNSHIP
WACOUSTA ELEMENTARY SCHOOL,EAGLE,MI,GRAND LEDGE PUBLIC SCHOOLS
SOUTH JONES ELEMENTARY SCHOOL,ELLISVILLE,MS,JONES CO SCHOOL DISTRICT
LINCOLN MIDDLE SCHOOL,KEARNY,NJ,KEARNY
ROSS HIGH SCHOOL,HAMILTON,OH,ROSS LOCAL
PAUL L DUNBAR LEARNING CENTER,DALLAS,TX,DALLAS INDEPENDENT SCHOOL DISTRICT
LANTERN LANE EL,MISSOURI CITY,TX,FORT BEND INDEPENDENT SCHOOL DISTRICT
CCJJAEP,RAYMONDVILLE,TX,RAYMONDVILLE INDEPENDENT SCHOOL DISTRICT
OCEANAIR ELEMENTARY,NORFOLK,VA,NORFOLK CITY PUBLIC SCHOOLS
NORTH GROVE ELEMENTARY SCHOOL,GREENWOOD,IN,CENTER GROVE COMMUNITY SCHOOL CORPORATION
RIVERSIDE ACADEMY,CINCINNATI,OH,RIVERSIDE ACADEMY
STRYKER ELEMENTARY SCHOOL,STRYKER,OH,STRYKER LOCAL
SCOTTS MILLS ELEMENTARY SCHOOL,SCOTTS MILLS,OR,SILVER FALLS SD 4J
BURRELL HS,LOWER BURRELL,PA,BURRELL SD
MCINTOSH JR. HIGH - 03,MCINTOSH,SD,MCINTOSH SCHOOL DISTRICT 15-1
BURKE HIGH,CHARLESTON,SC,CHARLESTON 01
OGDEN INT HIGH SCHOOL,CHICAGO,IL,CITY OF CHICAGO SD 299
LIBERTY VIEW ELEMENTARY,OLATHE,KS,BLUE VALLEY
LILIAM LUJAN HICKEY ELEMENTARY SCHOOL,LAS VEGAS,NV,CLARK COUNTY SCHOOL DISTRICT
